State_0,State_1,State_2,State_3,State_4,State_5,State_6,State_7,State_8,State_9,State_10,State_11,State_12,State_13,State_14,State_15,Action_Check,Action_Call,Action_Fold,Action_Raise Small,Action_Bet Big,Action_Bet Small
1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,218.31787720366898,264.9052495775776,-41.03609990766063,11.6165857452333,-13.371557828019794,25.004151632391117
1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,489.0795551600237,545.4319126490753,206.2287794936596,114.19005486012732,189.43358903114387,247.75175170589495
1,0,1,0,1,0,0,2,1,0,0,0,0,0,1,2,11.998542610717617,28.50590844464164,-21.50448606587286,-3.9329687280937042,-17.03465475335625,-10.503309510580928
1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2,113.59929098413751,161.5734202591557,-78.52017063308492,-3.5649610252013604,-33.331964860742794,-10.175650681591588
1,0,0,0,2,0,1,2,3,0,0,0,0,0,1,1,0.29925125,1.75,-4.905,0.0,0.0,0.0
1,0,0,0,3,0,1,2,3,0,0,0,0,0,1,1,-3.0,-2.0,-3.0,0.0,-1.675,-2.9000000000000004
1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1144.4886450952843,1266.4213390184734,926.6602842485364,0.0,786.9064889215362,841.80730731218
1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,780.4269305371455,868.1259792515372,557.3126608068441,0.0,417.48882301931224,452.0916837227886
2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,210.1506296622087,256.9303364678733,-25.220440037152795,0.0,-10.609850987128537,155.68257722986445
2,0,0,1,2,1,0,1,0,1,1,1,0,0,0,1,1.0492500000000002,2.01425,-8.535175,0.0,1.0,0.0
1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,217.51154608955508,283.17848937910617,-8.704535310483518,0.0,-11.109442414529335,27.14806362402676
1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,5.123022340366982,21.552387678315473,-59.28402784303437,0.0,-11.576830424375004,-4.550598506249999
1,0,0,1,2,1,0,1,0,1,1,0,0,0,0,1,2.14644885625,5.0284525,-22.213411137500003,0.0,-5.65909975625,-1.99052375
2,0,0,1,2,0,0,2,2,3,1,0,0,0,0,1,15.091662253517558,37.52911123022359,-57.937773706901005,0.0,-11.43729832385775,10.022403257039842
2,0,0,1,3,1,0,2,3,3,2,0,0,0,0,1,5.99,3.995,-10.8,0.0,2.995,1.4975
1,0,0,0,1,0,1,2,1,0,0,0,1,0,0,1,0.15000000000000002,0.0,-4.0,0.0,-0.75,-1.5
1,0,0,0,2,0,1,2,2,0,0,0,2,0,0,1,0.0,1.0,-2.0,0.0,0.0,-0.5
1,0,0,0,3,0,1,2,2,0,0,0,2,0,0,0,6.2204,4.99,-7.757750000000001,0.0,0.6499999999999999,1.4255
2,0,0,1,1,1,0,1,0,2,1,0,0,0,0,1,14.789621719559117,26.537400145677346,-74.1314548283873,0.0,6.993053236909375,9.593745966705058
2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,44.59348869060947,77.77029800327105,-111.70290572287196,0.0,-23.050708295678632,29.62994240344634
2,0,0,1,1,0,1,2,3,3,1,0,0,0,0,0,7.882419945718752,15.290988231249997,-44.469286126781725,0.0,4.9544538750000005,5.172294937499999
2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1348.1906721058594,1441.987680207665,1101.8601348794098,0.0,1201.4790283682328,1209.1559899499557
1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4108.342582767825,4314.553963891026,3877.6010231002424,0.0,3926.29588395668,3982.0620382250977
2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4081.5505168651107,4263.999052259609,3828.670030506677,0.0,4149.430247544089,4149.532354185781
2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,876.4611105456676,960.8858398530787,632.8899379922426,0.0,467.4869600268298,725.1740170852526
2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,98.13646100866268,140.40084356185872,-114.28034015195686,0.0,-29.492525249344393,56.49856523398962
2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,-34.47326097264211,60.45851197752055,-105.57683408416486,0.0,-28.45873540563668,12.248266858401605
3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,776.6414306880702,844.274754185523,525.0192319895524,0.0,663.3016507891863,628.926146593682
2,0,0,1,1,0,0,2,1,2,1,0,0,0,0,0,197.13512651732856,245.50099842934475,-42.21544853120487,0.0,-16.73906544752018,107.41276899661656
2,0,0,1,2,0,0,2,1,2,1,0,0,0,0,0,55.513483491104296,81.56546413235132,-123.9540796380125,0.0,-27.361062736843785,37.110743735419405
1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2775.0238789511764,2939.0480387119133,2549.5961584119436,0.0,2503.333480179622,2562.4706969126287
1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1394.382195668592,1520.5601892684283,1180.041026398043,0.0,1017.6189194338351,1087.0053425761066
1,0,0,0,2,0,0,2,1,1,1,0,0,0,0,0,182.65402361551003,245.33623345563524,-37.67242672319837,0.0,-11.114161146543548,14.121510880961809
1,0,0,0,3,0,1,2,1,1,1,0,1,0,0,0,-8.266225,10.075,-28.389802500000002,0.0,-2.070975,-6.33195
1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,91.3585033291619,143.6072118150997,-110.59502185588576,0.0,-25.70262215256737,-13.286704591274109
2,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,191.83928362369852,237.1858645770801,-48.701584770882135,0.0,117.23519547976595,124.49514364856108
2,0,0,1,2,1,0,2,1,1,1,0,0,0,0,0,98.03111612932302,129.81854822529255,-114.55045697004766,0.0,52.809371363457274,61.57090960360655
2,0,0,1,3,1,0,2,1,1,2,0,0,0,0,0,6.587536187500001,10.303512499999998,-23.577820062500006,0.0,5.1030749375,1.1875
2,0,0,1,1,1,0,2,1,1,1,0,0,0,0,0,89.62287919604073,122.55650102047068,-121.6871881794356,0.0,47.85925230632661,52.81081502305091
2,0,0,1,2,1,0,2,2,3,2,0,0,0,0,0,23.598443789189048,40.01479759371421,-79.64087977583547,0.0,15.54258753968344,9.921173171863185
2,0,0,1,3,1,0,2,2,3,2,0,0,0,0,0,60.332945056695046,42.93205681400291,-83.23050959241968,0.0,21.743606406921405,23.6574963353068
1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3556.96305961438,3744.0299484567963,3327.3524260632857,0.0,3333.7942289672073,3386.832049961102
1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,472.4105276243487,557.2648123945966,248.1761631360152,0.0,146.93290453550352,179.817522321709
1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,7.998123619565469,28.037066681629344,-78.20956990192745,0.0,-7.509919852909375,-8.077055454184533
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,4.481066095934376,30.857458511134137,-46.7681060575811,0.0,-6.005356117431407,-5.275292981096876
1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,156.24854491258807,220.6958021554861,-62.802136933188315,0.0,-20.93191987984068,3.6840143916406043
1,0,0,0,2,0,0,2,1,2,1,0,0,0,0,0,67.8007358156482,126.47646442297831,-118.25429996273482,0.0,-31.485654442313542,-12.553156934217125
1,0,0,0,3,0,1,2,1,2,1,0,0,0,0,0,1.1,4.095,-19.5595,0.0,-0.9085000000000005,-2.1195000000000004
2,0,0,1,1,1,0,2,2,3,1,1,0,0,0,0,1.3485000000000003,5.0475,-19.75013,0.0,1.0,1.0950000000000002
1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,258.1990258983999,333.0843746335009,47.843181109469576,0.0,18.261686412822705,41.012118649813374
1,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,-16.934,11.0,-21.169262500000002,0.0,-4.2566250000000005,0.0
2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,330.8102227262284,387.57284803946226,86.8229357885082,0.0,42.75307806743608,234.53555805706182
2,0,0,1,2,0,0,2,2,2,1,0,0,0,0,0,23.79572376318709,41.52362616012472,-83.74176162111426,0.0,-20.71122423123596,13.014927252637298
3,1,0,1,1,0,0,1,0,2,1,0,0,0,0,0,13.012756673916728,24.463214477991425,-66.46091329041538,0.0,12.903607771221875,8.255845941968749
3,1,0,1,2,0,1,1,0,2,1,0,0,0,0,0,0.30000000000000004,2.0,-4.0,0.0,0.0,0.5
1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,569.2784612504871,657.043809420027,347.50393660267747,0.0,211.7039687302741,266.8530402269397
1,0,0,0,2,1,0,2,1,1,2,0,0,0,0,0,7.132676608093751,31.951833737500003,-55.16368496313078,0.0,-9.026445299375002,-6.591967137500001
1,0,0,0,3,1,0,2,2,1,2,0,0,0,0,0,4.299050000000001,6.09,-16.039500000000004,0.0,-2.425,-1.0
2,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,74.53432532861439,102.33123518498395,-127.0618301762464,0.0,-32.71683780836986,47.475627342228655
2,0,0,1,2,1,0,2,2,3,1,1,0,0,0,0,5.380810231250001,7.113262500000001,-26.219328791874997,0.0,4.33244,3.11060375
2,0,0,1,3,1,1,2,2,3,1,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1314.8822507655732,1406.5717362626458,1072.5547953391085,0.0,925.8916074693175,1225.8088677319097
2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,329.7848974706003,381.13934237381875,88.43222857669512,0.0,31.847230296812292,225.3987240521897
1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,187.44123392906818,266.2528114838798,-28.79430513690346,0.0,-11.856953033081126,13.73926815899043
2,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,47.534094675516684,80.58936070903529,-118.03931724092345,0.0,-25.09430489046587,25.985916089534683
2,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,-19.262680972499997,23.6548611690625,-41.090040650000006,0.0,2.8876609637499997,7.376500699999999
3,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,193.609720729877,244.96921516801046,-42.44519473140471,0.0,143.45866597553567,107.374940352613
3,1,0,0,1,0,0,2,1,2,1,0,0,0,0,0,25.475514729744635,55.56668018895462,-92.2596358286637,0.0,22.467144064846387,14.63873151052709
3,1,0,0,2,0,0,2,1,2,1,0,0,0,0,0,4.930151887500001,16.150502673218753,-29.27294198979422,0.0,6.5156175,6.7929757312499985
3,1,0,0,3,1,0,2,1,2,2,0,0,0,0,0,3.0040250000000004,1.095,-2.0,0.0,1.4925000000000002,0.0
2,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1802.8507388189703,1917.3864767491975,1564.365687263758,0.0,1716.267417159097,1707.6092791087865
2,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,187.24418387560692,242.4547320240717,-46.47263364116942,0.0,-13.214219999366962,99.68510552344509
2,0,1,1,2,0,0,2,1,0,0,0,0,0,0,0,36.8943794994205,73.35884053719116,-112.15908604696602,0.0,-20.073010775931778,23.324091484110305
2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,132.8815697858793,179.4771447900766,-91.88147377146662,0.0,65.33470314202535,67.89281213935317
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,509.5600302050986,600.2983938984687,299.3997676359691,0.0,178.53972470293078,224.0109826430116
1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2.3897624874999996,5.00475,-28.689521174968746,0.0,-5.22157113125,-2.34552375
1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,331.0660271726382,411.8661877034555,107.87093993937806,0.0,59.22481531565187,87.37432470150966
2,0,0,1,1,0,0,2,1,1,1,0,0,0,0,2,23.34066292136518,60.11988911324152,-30.17675034916469,4.6527858458638685,-14.48593572315957,14.216425002975521
2,0,0,1,2,0,0,2,1,1,1,0,0,0,0,2,12.19752774756711,33.676510189321405,-17.055234711937963,2.6947495757172524,-4.0452575625,7.172546286654687
2,0,0,1,3,0,1,2,2,1,1,0,1,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0
2,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1177.3551765424406,1323.8079851118853,568.0152478678427,778.7499221807373,848.1373786483747,839.3947436844809
2,0,0,1,1,0,0,2,2,2,1,0,0,0,0,3,1.44425,9.06175,-1.0,0.0,-2.25,1.0474999999999999
1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,696.5375832866155,778.8145539750338,271.94067560407774,353.68980355891296,339.5250212430963,372.9653179227168
1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,3,25.669873716736937,79.97574655244664,-17.691869550868343,-8.110138851866045,-19.886363915315105,-7.492833235292101
2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,49.1066234948236,116.71214864682254,-21.160694348128054,20.94550113939866,-18.143231726307594,17.589735478310857
2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,2,4.454535506310938,14.192603494062501,-4.612212605564062,2.6696849253124997,2.14385375,0.5950000000000001
2,0,0,1,3,0,1,2,1,2,1,0,0,0,2,2,6.1800000000000015,0.9021792500000001,-1.04,0.0,-1.15829,1.70715
2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,4,406.51638798283227,643.1298647451556,47.97047256319918,280.3402767609146,71.96835027347338,203.0615083831461
2,0,0,1,2,0,0,2,2,0,0,0,0,0,0,4,144.34025605834196,326.07018757843775,-7.34387011516424,92.42794900093504,0.5655568468150851,68.71284153667216
1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,2390.467956619355,2541.0825781936614,2007.3062167119974,2202.2222550955735,2050.127229507315,2135.9858558271308
1,0,0,1,1,0,0,2,2,3,1,0,0,0,0,4,43.6107376883656,136.4291201515539,-15.398212456064309,-8.699235657800966,-15.435535016217193,-4.932982953944423
3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,1077.899866295565,1307.206438910277,344.7057212672178,766.3925847708838,670.0206599973775,589.325621687519
1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,4,68.32304965118453,195.85517954822186,-24.20800179265331,-4.31271031527594,-13.441373350098248,-1.9140308100018226
1,0,0,0,2,0,0,2,2,1,1,0,0,0,0,4,76.03905617927236,233.53921110701512,-22.27201327113448,3.299405050644566,-12.14192846370263,0.17488931702570729
1,0,0,0,3,0,0,2,2,1,1,0,0,0,0,4,15.85631908280638,101.99089811842897,-14.843642985709456,-12.03886146741653,-6.7236868947604185,-4.950527226364711
1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,73.28270510074192,212.15679716243065,-20.005207384785137,0.14627425062551774,-10.780226715094472,0.918790779578585
1,0,1,0,2,0,0,1,0,0,0,0,1,0,1,4,0.0,-0.25,0.0,0.0,0.0,0.0
1,0,1,0,3,0,0,2,1,0,0,0,1,0,1,4,1.0,0.0,0.0,0.0,0.0,0.0
1,0,0,1,1,0,0,2,2,3,2,0,0,0,0,4,1.08750624375,9.51922761875,-3.805,-2.84077375,-2.1550000000000002,-0.5
2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,1126.383477963583,1344.7129180454258,426.60484407779956,909.6548294580516,474.74017026746304,554.0389054819727
2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,5,1689.9453118882027,1905.8051883348862,910.5351096691999,1465.1777576048,937.4524455932374,1145.8127552652847
2,0,0,1,2,0,0,2,1,0,0,0,0,0,0,5,411.1451325547173,652.0316313632774,48.186850995282185,272.4954677334012,65.05326888505591,217.85459906818045
2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,5,-18.955926740145244,69.3158874360138,-12.513023573193754,18.35929446636373,-11.962978439056581,8.955974135043453
3,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,1004.3087131856195,1253.60235277096,320.1311080672632,727.896241420561,569.3102836322438,561.2319285715334
2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,1563.8116757990997,1769.1777896574404,812.6217754960508,1303.265396336215,1001.5069255646116,1084.43260956142
2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,81.71001710950044,221.7845750053531,-19.49904128926652,53.52579868918381,31.717935555213174,32.25923008191202
2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0.9987625000000001,6.090000000000001,0.0,0.5,0.0,0.5
2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,5,0.45000000000000007,2.54885375,0.0,0.51425,0.0,0.0
2,0,0,0,3,0,0,2,1,0,0,0,1,0,0,5,0.0,1.0475,0.0,0.0,0.0,0.5
1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,5,9.25654433817974,68.33123567511203,-10.914956847903765,-7.415462089515781,-8.000576325247515,-3.9341686153320192
