Hole cards,Wins,Losses,Splits,Win prob,Loss prob,Split prob
[5♦] [A♣],55814,40181,4005,0.5510090909090909,0.4088727272727273,0.04011818181818182
[5♦] [A♦],58059,38288,3653,0.5714181818181818,0.3916636363636364,0.036918181818181815
[5♦] [A♥],55755,40245,4000,0.5504727272727272,0.40945454545454546,0.040072727272727274
[5♦] [A♠],55686,40435,3879,0.5498454545454545,0.4111818181818182,0.03897272727272727
[5♥] [5♠],59730,38970,1300,0.5866090909090909,0.39786363636363636,0.015527272727272728
[5♥] [6♣],36312,57730,5958,0.37371818181818184,0.5684090909090909,0.05787272727272727
[5♥] [6♦],37196,56970,5834,0.38175454545454546,0.5615,0.05674545454545454
[5♥] [6♥],40320,54075,5605,0.41015454545454544,0.5351818181818182,0.054663636363636366
[5♥] [6♠],37172,56977,5851,0.3815363636363636,0.5615636363636364,0.0569
[5♥] [7♣],37694,56569,5737,0.38628181818181817,0.5578545454545455,0.055863636363636365
[5♥] [7♦],37479,56925,5596,0.38432727272727274,0.5610909090909091,0.05458181818181818
[5♥] [7♥],40983,53569,5448,0.4161818181818182,0.5305818181818182,0.05323636363636364
[5♥] [7♠],37825,56472,5703,0.38747272727272725,0.5569727272727273,0.055554545454545454
[5♥] [8♣],38666,56010,5324,0.3951181818181818,0.5527727272727273,0.05210909090909091
[5♥] [8♦],38933,55528,5539,0.39754545454545454,0.548390909090909,0.05406363636363636
[5♥] [8♥],42319,52574,5107,0.4283272727272727,0.5215363636363637,0.05013636363636364
[5♥] [8♠],38658,55996,5346,0.39504545454545453,0.5526454545454546,0.05230909090909091
[5♥] [9♣],40064,54881,5055,0.4078272727272727,0.5425090909090909,0.04966363636363636
[5♥] [9♦],40511,54488,5001,0.4118909090909091,0.5389363636363637,0.04917272727272727
[5♥] [9♥],43277,51849,4874,0.4370363636363636,0.5149454545454546,0.04801818181818182
[5♥] [9♠],40307,54657,5036,0.41003636363636364,0.5404727272727273,0.04949090909090909
[5♥] [T♣],41685,53639,4676,0.42256363636363636,0.5312181818181818,0.04621818181818182
[5♥] [T♦],41843,53385,4772,0.424,0.5289090909090909,0.04709090909090909
[5♥] [T♥],45086,50346,4568,0.4534818181818182,0.5012818181818182,0.04523636363636364
[5♥] [T♠],42031,53131,4838,0.4257090909090909,0.5266,0.04769090909090909
[5♥] [J♣],44812,50677,4511,0.4509909090909091,0.5042909090909091,0.04471818181818182
[5♥] [J♦],44882,50570,4548,0.4516272727272727,0.5033181818181818,0.04505454545454545
[5♥] [J♥],47763,47856,4381,0.4778181818181818,0.47864545454545454,0.04353636363636364
[5♥] [J♠],45058,50373,4569,0.4532272727272727,0.5015272727272727,0.04524545454545455
[5♥] [Q♣],47961,47671,4368,0.47961818181818183,0.47696363636363637,0.04341818181818182
[5♥] [Q♦],48345,47287,4368,0.48310909090909093,0.47347272727272727,0.04341818181818182
[5♥] [Q♥],50413,45304,4283,0.5019090909090909,0.45544545454545454,0.04264545454545455
[5♥] [Q♠],47915,47742,4343,0.4792,0.4776090909090909,0.04319090909090909
[5♥] [K♣],51147,44639,4214,0.5085818181818181,0.4494,0.042018181818181816
[5♥] [K♦],50961,44870,4169,0.5068909090909091,0.4515,0.04160909090909091
[5♥] [K♥],53976,42074,3950,0.5343,0.4260818181818182,0.039618181818181816
[5♥] [K♠],51283,44652,4065,0.5098181818181818,0.4495181818181818,0.04066363636363637
[5♥] [A♣],55732,40338,3930,0.5502636363636364,0.4103,0.03943636363636364
[5♥] [A♦],55820,40327,3853,0.5510636363636363,0.4102,0.03873636363636364
[5♥] [A♥],57980,38306,3714,0.5707,0.39182727272727275,0.037472727272727276
[5♥] [A♠],55924,40163,3913,0.5520090909090909,0.4087090909090909,0.03928181818181818
[5♠] [6♣],36942,57228,5830,0.37944545454545453,0.5638454545454545,0.05670909090909091
[5♠] [6♦],36894,57276,5830,0.3790090909090909,0.5642818181818182,0.05670909090909091
[5♠] [6♥],36897,57246,5857,0.3790363636363636,0.5640090909090909,0.05695454545454545
[5♠] [6♠],40441,53978,5581,0.41125454545454543,0.5343,0.05444545454545455
[5♠] [7♣],37716,56603,5681,0.3864818181818182,0.5581636363636364,0.055354545454545455
[5♠] [7♦],37615,56731,5654,0.3855636363636364,0.5593272727272727,0.055109090909090906
[5♠] [7♥],37995,56303,5702,0.3890181818181818,0.5554363636363636,0.055545454545454544
[5♠] [7♠],40704,53916,5380,0.41364545454545454,0.5337363636363637,0.05261818181818182
[5♠] [8♣],38937,55709,5354,0.3975818181818182,0.5500363636363637,0.05238181818181818
[5♠] [8♦],38786,55873,5341,0.3962090909090909,0.5515272727272728,0.052263636363636366
[5♠] [8♥],38822,55675,5503,0.39653636363636363,0.5497272727272727,0.05373636363636364
[5♠] [8♠],42059,52875,5066,0.4259636363636364,0.5242727272727272,0.049763636363636364
[5♠] [9♣],40233,54705,5062,0.4093636363636364,0.5409090909090909,0.049727272727272724
[5♠] [9♦],40165,54919,4916,0.4087454545454545,0.5428545454545455,0.0484
[5♠] [9♥],40243,54702,5055,0.40945454545454546,0.5408818181818181,0.04966363636363636
[5♠] [9♠],43147,52059,4794,0.43585454545454544,0.5168545454545455,0.04729090909090909
[5♠] [T♣],42125,53083,4792,0.42656363636363637,0.5261636363636364,0.04727272727272727
[5♠] [T♦],41884,53193,4923,0.4243727272727273,0.5271636363636364,0.04846363636363636
[5♠] [T♥],41604,53539,4857,0.4218272727272727,0.530309090909091,0.047863636363636365
[5♠] [T♠],44996,50457,4547,0.4526636363636364,0.5022909090909091,0.04504545454545455
[5♠] [J♣],44759,50596,4645,0.4505090909090909,0.5035545454545455,0.045936363636363636
[5♠] [J♦],44957,50563,4480,0.4523090909090909,0.5032545454545455,0.044436363636363635
[5♠] [J♥],44749,50775,4476,0.45041818181818183,0.5051818181818182,0.0444
[5♠] [J♠],48088,47686,4226,0.4807727272727273,0.4771,0.04212727272727273
[5♠] [Q♣],48044,47679,4277,0.4803727272727273,0.47703636363636365,0.04259090909090909
[5♠] [Q♦],48124,47561,4315,0.4811,0.47596363636363637,0.042936363636363634
[5♠] [Q♥],47695,47988,4317,0.4772,0.4798454545454545,0.042954545454545454
[5♠] [Q♠],50810,45004,4186,0.5055181818181819,0.4527181818181818,0.041763636363636364
[5♠] [K♣],51049,44803,4148,0.5076909090909091,0.45089090909090906,0.04141818181818182
[5♠] [K♦],51171,44713,4116,0.5088,0.4500727272727273,0.04112727272727273
[5♠] [K♥],51374,44516,4110,0.5106454545454545,0.44828181818181817,0.041072727272727275
[5♠] [K♠],54138,42009,3853,0.5357727272727273,0.4254909090909091,0.03873636363636364
[5♠] [A♣],56014,40123,3863,0.5528272727272727,0.40834545454545457,0.038827272727272724
[5♠] [A♦],55689,40361,3950,0.5498727272727273,0.41050909090909093,0.039618181818181816
[5♠] [A♥],55835,40310,3855,0.5512,0.41004545454545455,0.03875454545454545
[5♠] [A♠],58127,38083,3790,0.5720363636363637,0.3898,0.038163636363636365
[6♣] [6♦],62658,36174,1168,0.6132272727272727,0.3724454545454545,0.014327272727272727
[6♣] [6♥],62752,36104,1144,0.6140818181818182,0.3718090909090909,0.01410909090909091
[6♣] [6♠],62719,36179,1102,0.6137818181818182,0.3724909090909091,0.013727272727272727
[6♣] [7♣],43107,51847,5046,0.4354909090909091,0.5149272727272727,0.049581818181818185
[6♣] [7♦],39367,55287,5346,0.40149090909090906,0.5462,0.05230909090909091
[6♣] [7♥],39600,54924,5476,0.4036090909090909,0.5429,0.05349090909090909
[6♣] [7♠],39672,55022,5306,0.4042636363636364,0.5437909090909091,0.051945454545454545
[6♣] [8♣],43979,51337,4684,0.4434181818181818,0.5102909090909091,0.04629090909090909
[6♣] [8♦],40607,54373,5020,0.4127636363636364,0.5378909090909091,0.049345454545454547
[6♣] [8♥],40782,54106,5112,0.4143545454545455,0.5354636363636364,0.05018181818181818
[6♣] [8♠],40622,54276,5102,0.4129,0.5370090909090909,0.05009090909090909
[6♣] [9♣],45180,50235,4585,0.45433636363636365,0.5002727272727273,0.04539090909090909
[6♣] [9♦],42033,53247,4720,0.42572727272727273,0.5276545454545455,0.046618181818181816
[6♣] [9♥],42120,53047,4833,0.4265181818181818,0.5258363636363637,0.047645454545454546
[6♣] [9♠],41963,53249,4788,0.4250909090909091,0.5276727272727273,0.04723636363636364
[6♣] [T♣],46802,48946,4252,0.46908181818181816,0.48855454545454546,0.04236363636363636
[6♣] [T♦],43894,51510,4596,0.44264545454545456,0.5118636363636364,0.04549090909090909
[6♣] [T♥],44010,51417,4573,0.4437,0.5110181818181818,0.04528181818181818
[6♣] [T♠],43558,51949,4493,0.4395909090909091,0.5158545454545455,0.04455454545454546
[6♣] [J♣],48484,47494,4022,0.4843727272727273,0.4753545454545455,0.04027272727272727
[6♣] [J♦],45720,49936,4344,0.45924545454545457,0.49755454545454547,0.0432
[6♣] [J♥],45790,50036,4174,0.45988181818181817,0.4984636363636364,0.04165454545454546
[6♣] [J♠],45782,49933,4285,0.4598090909090909,0.4975272727272727,0.04266363636363636
[6♣] [Q♣],51525,44546,3929,0.5120181818181818,0.44855454545454543,0.03942727272727273
[6♣] [Q♦],49158,46866,3976,0.4905,0.46964545454545453,0.039854545454545455
[6♣] [Q♥],49203,46668,4129,0.4909090909090909,0.46784545454545456,0.041245454545454543
[6♣] [Q♠],48971,46916,4113,0.4888,0.4701,0.0411
[6♣] [K♣],54923,41313,3764,0.5429090909090909,0.41916363636363635,0.037927272727272726
[6♣] [K♦],52083,44040,3877,0.517090909090909,0.44395454545454544,0.03895454545454546
[6♣] [K♥],52259,43906,3835,0.5186909090909091,0.44273636363636365,0.03857272727272727
[6♣] [K♠],52159,44033,3808,0.5177818181818182,0.4438909090909091,0.03832727272727273
[6♣] [A♣],58230,38239,3531,0.5729727272727273,0.3912181818181818,0.03580909090909091
[6♣] [A♦],55795,40520,3685,0.5508363636363637,0.41195454545454546,0.03720909090909091
[6♣] [A♥],55873,40453,3674,0.5515454545454546,0.41134545454545457,0.03710909090909091
[6♣] [A♠],55807,40582,3611,0.5509454545454545,0.41251818181818184,0.03653636363636364
[6♦] [6♥],62845,35973,1182,0.6149272727272728,0.3706181818181818,0.014454545454545454
[6♦] [6♠],62674,36153,1173,0.6133727272727273,0.37225454545454545,0.014372727272727273
[6♦] [7♣],39539,55130,5331,0.40305454545454544,0.5447727272727273,0.05217272727272727
[6♦] [7♦],42879,52100,5021,0.4334181818181818,0.5172272727272728,0.049354545454545456
[6♦] [7♥],39805,54835,5360,0.40547272727272726,0.5420909090909091,0.052436363636363635
[6♦] [7♠],39625,55156,5219,0.40383636363636366,0.5450090909090909,0.05115454545454545
[6♦] [8♣],40339,54486,5175,0.4103272727272727,0.5389181818181819,0.050754545454545455
[6♦] [8♦],43750,51460,4790,0.44133636363636364,0.5114090909090909,0.04725454545454545
[6♦] [8♥],40719,54104,5177,0.4137818181818182,0.5354454545454546,0.050772727272727275
[6♦] [8♠],40817,54099,5084,0.41467272727272725,0.5354,0.04992727272727273
[6♦] [9♣],42189,52998,4813,0.42714545454545455,0.5253909090909091,0.04746363636363636
[6♦] [9♦],45313,50031,4656,0.45554545454545453,0.4984181818181818,0.04603636363636364
[6♦] [9♥],42075,53234,4691,0.4261090909090909,0.5275363636363636,0.046354545454545454
[6♦] [9♠],42254,52878,4868,0.42773636363636364,0.5243,0.04796363636363636
[6♦] [T♣],43723,51743,4534,0.4410909090909091,0.5139818181818182,0.044927272727272725
[6♦] [T♦],46688,49047,4265,0.46804545454545454,0.4894727272727273,0.04248181818181818
[6♦] [T♥],43935,51612,4453,0.4430181818181818,0.5127909090909091,0.04419090909090909
[6♦] [T♠],43684,51726,4590,0.44073636363636365,0.5138272727272727,0.045436363636363636
[6♦] [J♣],45723,49910,4367,0.4592727272727273,0.4973181818181818,0.04340909090909091
[6♦] [J♦],48435,47441,4124,0.4839272727272727,0.4748727272727273,0.0412
[6♦] [J♥],45669,50008,4323,0.4587818181818182,0.49820909090909093,0.04300909090909091
[6♦] [J♠],45744,49938,4318,0.45946363636363635,0.4975727272727273,0.042963636363636364
[6♦] [Q♣],49274,46591,4135,0.49155454545454547,0.46714545454545453,0.0413
[6♦] [Q♦],51528,44576,3896,0.5120454545454546,0.44882727272727274,0.039127272727272726
[6♦] [Q♥],48989,46794,4217,0.4889636363636364,0.46899090909090907,0.042045454545454546
[6♦] [Q♠],49281,46713,4006,0.49161818181818184,0.4682545454545455,0.04012727272727273
[6♦] [K♣],52455,43732,3813,0.5204727272727273,0.44115454545454547,0.038372727272727274
[6♦] [K♦],54857,41568,3575,0.542309090909091,0.4214818181818182,0.036209090909090906
[6♦] [K♥],52148,43996,3856,0.5176818181818181,0.4435545454545455,0.03876363636363636
[6♦] [K♠],52027,43983,3990,0.5165818181818181,0.44343636363636363,0.03998181818181818
[6♦] [A♣],55878,40491,3631,0.5515909090909091,0.4116909090909091,0.036718181818181816
[6♦] [A♦],58155,38431,3414,0.5722909090909091,0.39296363636363635,0.034745454545454545
[6♦] [A♥],55978,40349,3673,0.5525,0.4104,0.0371
[6♦] [A♠],55953,40406,3641,0.5522727272727272,0.4109181818181818,0.03680909090909091
[6♥] [6♠],62539,36289,1172,0.6121454545454545,0.3734909090909091,0.014363636363636363
[6♥] [7♣],39548,55056,5396,0.4031363636363636,0.5441,0.05276363636363637
[6♥] [7♦],39730,54940,5330,0.4047909090909091,0.5430454545454545,0.05216363636363636
[6♥] [7♥],43094,51833,5073,0.4353727272727273,0.5148,0.04982727272727273
[6♥] [7♠],39661,55059,5280,0.40416363636363634,0.5441272727272727,0.051709090909090906
[6♥] [8♣],40715,54230,5055,0.4137454545454545,0.5365909090909091,0.04966363636363636
[6♥] [8♦],40675,54242,5083,0.4133818181818182,0.5367,0.04991818181818182
[6♥] [8♥],43760,51366,4874,0.4414272727272727,0.5105545454545455,0.04801818181818182
[6♥] [8♠],40793,53996,5211,0.41445454545454546,0.5344636363636364,0.05108181818181818
[6♥] [9♣],42322,52968,4710,0.42835454545454543,0.5251181818181818,0.04652727272727273
[6♥] [9♦],42221,53087,4692,0.4274363636363636,0.5262,0.046363636363636364
[6♥] [9♥],45150,50356,4494,0.45406363636363634,0.5013727272727273,0.04456363636363636
[6♥] [9♠],42130,53237,4633,0.4266090909090909,0.5275636363636363,0.04582727272727273
[6♥] [T♣],44008,51573,4419,0.4436818181818182,0.5124363636363637,0.04388181818181818
[6♥] [T♦],43902,51714,4384,0.44271818181818184,0.5137181818181819,0.04356363636363637
[6♥] [T♥],46720,48965,4315,0.46833636363636366,0.48872727272727273,0.042936363636363634
[6♥] [T♠],43701,51741,4558,0.4408909090909091,0.5139636363636364,0.045145454545454544
[6♥] [J♣],45660,50078,4262,0.4587,0.49884545454545454,0.04245454545454545
[6♥] [J♦],46007,49715,4278,0.46185454545454546,0.49554545454545457,0.0426
[6♥] [J♥],48618,47319,4063,0.4855909090909091,0.4737636363636364,0.04064545454545455
[6♥] [J♠],45937,49746,4317,0.4612181818181818,0.4958272727272727,0.042954545454545454
[6♥] [Q♣],48718,47142,4140,0.4865,0.47215454545454544,0.041345454545454546
[6♥] [Q♦],49262,46746,3992,0.4914454545454545,0.46855454545454545,0.04
[6♥] [Q♥],51978,44213,3809,0.5161363636363636,0.4455272727272727,0.038336363636363634
[6♥] [Q♠],48835,47177,3988,0.48756363636363637,0.47247272727272727,0.03996363636363636
[6♥] [K♣],52289,43814,3897,0.5189636363636364,0.4419,0.039136363636363636
[6♥] [K♦],52414,43790,3796,0.5201,0.4416818181818182,0.03821818181818182
[6♥] [K♥],54828,41528,3644,0.5420454545454545,0.42111818181818184,0.03683636363636364
[6♥] [K♠],52511,43729,3760,0.5209818181818182,0.4411272727272727,0.03789090909090909
[6♥] [A♣],55722,40588,3690,0.5501727272727273,0.41257272727272726,0.03725454545454546
[6♥] [A♦],55861,40398,3741,0.5514363636363636,0.41084545454545457,0.03771818181818182
[6♥] [A♥],58164,38443,3393,0.5723727272727273,0.3930727272727273,0.034554545454545456
[6♥] [A♠],56083,40239,3678,0.5534545454545454,0.4094,0.037145454545454544
[6♠] [7♣],39675,54918,5407,0.4042909090909091,0.5428454545454545,0.05286363636363636
[6♠] [7♦],39687,54906,5407,0.4044,0.5427363636363637,0.05286363636363636
[6♠] [7♥],39816,54732,5452,0.40557272727272725,0.5411545454545454,0.05327272727272727
[6♠] [7♠],42909,52043,5048,0.43369090909090907,0.5167090909090909,0.0496
[6♠] [8♣],40673,54370,4957,0.4133636363636364,0.5378636363636363,0.04877272727272727
[6♠] [8♦],40547,54331,5122,0.4122181818181818,0.5375090909090909,0.050272727272727274
[6♠] [8♥],40680,54273,5047,0.41342727272727275,0.5369818181818182,0.04959090909090909
[6♠] [8♠],43814,51272,4914,0.4419181818181818,0.5097,0.04838181818181818
[6♠] [9♣],41879,53286,4835,0.4243272727272727,0.5280090909090909,0.047663636363636366
[6♠] [9♦],42245,53096,4659,0.42765454545454545,0.5262818181818182,0.04606363636363636
[6♠] [9♥],42214,52994,4792,0.4273727272727273,0.5253545454545454,0.04727272727272727
[6♠] [9♠],45290,50317,4393,0.45533636363636365,0.5010181818181818,0.04364545454545454
[6♠] [T♣],43706,51768,4526,0.4409363636363636,0.514209090909091,0.04485454545454545
[6♠] [T♦],43773,51781,4446,0.4415454545454545,0.5143272727272727,0.04412727272727273
[6♠] [T♥],44137,51421,4442,0.44485454545454545,0.5110545454545454,0.04409090909090909
[6♠] [T♠],46621,49135,4244,0.46743636363636365,0.49027272727272725,0.042290909090909094
[6♠] [J♣],45629,50112,4259,0.45841818181818184,0.49915454545454546,0.04242727272727273
[6♠] [J♦],45762,50118,4120,0.4596272727272727,0.49920909090909094,0.04116363636363636
[6♠] [J♥],45590,50075,4335,0.45806363636363634,0.4988181818181818,0.04311818181818182
[6♠] [J♠],48628,47401,3971,0.48568181818181816,0.47450909090909094,0.03980909090909091
[6♠] [Q♣],49492,46666,3842,0.49353636363636366,0.4678272727272727,0.038636363636363635
[6♠] [Q♦],49332,46718,3950,0.4920818181818182,0.4683,0.039618181818181816
[6♠] [Q♥],49327,46629,4044,0.49203636363636366,0.46749090909090907,0.04047272727272727
[6♠] [Q♠],51571,44535,3894,0.5124363636363637,0.44845454545454544,0.039109090909090906
[6♠] [K♣],52286,43898,3816,0.5189363636363636,0.44266363636363637,0.0384
[6♠] [K♦],51945,44178,3877,0.5158363636363636,0.4452090909090909,0.03895454545454546
[6♠] [K♥],52269,43845,3886,0.5187818181818182,0.4421818181818182,0.03903636363636363
[6♠] [K♠],55013,41233,3754,0.5437272727272727,0.41843636363636366,0.03783636363636363
[6♠] [A♣],55801,40532,3667,0.5508909090909091,0.41206363636363635,0.03704545454545455
[6♠] [A♦],55781,40719,3500,0.5507090909090909,0.4137636363636364,0.03552727272727273
[6♠] [A♥],55727,40657,3616,0.5502181818181818,0.4132,0.03658181818181818
[6♠] [A♠],58410,38176,3414,0.574609090909091,0.3906454545454545,0.034745454545454545
[7♣] [7♦],65760,33212,1028,0.6414272727272727,0.34551818181818184,0.013054545454545454
[7♣] [7♥],65573,33393,1034,0.6397272727272727,0.34716363636363634,0.013109090909090909
[7♣] [7♠],65781,33216,1003,0.6416181818181819,0.34555454545454545,0.012827272727272727
[7♣] [8♣],45608,49911,4481,0.4582272727272727,0.49732727272727273,0.044445454545454545
[7♣] [8♦],42715,52464,4821,0.4319272727272727,0.5205363636363637,0.047536363636363634
[7♣] [8♥],42803,52472,4725,0.43272727272727274,0.5206090909090909,0.046663636363636365
[7♣] [8♠],42774,52540,4686,0.4324636363636364,0.5212272727272728,0.04630909090909091
[7♣] [9♣],46966,48838,4196,0.47057272727272725,0.48757272727272727,0.04185454545454546
[7♣] [9♦],44049,51583,4368,0.4440545454545455,0.5125272727272727,0.04341818181818182
[7♣] [9♥],44262,51279,4459,0.4459909090909091,0.5097636363636364,0.044245454545454546
[7♣] [9♠],44068,51423,4509,0.44422727272727275,0.5110727272727272,0.0447
[7♣] [T♣],48927,47053,4020,0.4884,0.47134545454545457,0.04025454545454545
[7♣] [T♦],45442,50354,4204,0.4567181818181818,0.5013545454545455,0.04192727272727273
[7♣] [T♥],45861,49967,4172,0.46052727272727273,0.49783636363636363,0.04163636363636364
[7♣] [T♠],45886,49967,4147,0.46075454545454547,0.49783636363636363,0.04140909090909091
[7♣] [J♣],50559,45686,3755,0.5032363636363636,0.45891818181818184,0.03784545454545454
[7♣] [J♦],47636,48434,3930,0.47666363636363634,0.4839,0.03943636363636364
[7♣] [J♥],47553,48603,3844,0.4759090909090909,0.4854363636363636,0.038654545454545455
[7♣] [J♠],47685,48333,3982,0.4771090909090909,0.4829818181818182,0.03990909090909091
[7♣] [Q♣],52426,44063,3511,0.520209090909091,0.44416363636363637,0.03562727272727273
[7♣] [Q♦],50042,46299,3659,0.4985363636363636,0.46449090909090907,0.036972727272727275
[7♣] [Q♥],49884,46356,3760,0.4971,0.4650090909090909,0.03789090909090909
[7♣] [Q♠],50127,46173,3700,0.4993090909090909,0.46334545454545456,0.03734545454545454
[7♣] [K♣],55905,40604,3491,0.5518363636363637,0.4127181818181818,0.035445454545454544
[7♣] [K♦],53548,42827,3625,0.5304090909090909,0.4329272727272727,0.036663636363636364
[7♣] [K♥],53539,43046,3415,0.5303272727272728,0.4349181818181818,0.034754545454545455
[7♣] [K♠],53301,43134,3565,0.5281636363636364,0.43571818181818184,0.03611818181818182
[7♣] [A♣],59548,37305,3147,0.5849545454545455,0.38272727272727275,0.032318181818181815
[7♣] [A♦],57211,39499,3290,0.5637090909090909,0.4026727272727273,0.03361818181818182
[7♣] [A♥],57071,39598,3331,0.5624363636363636,0.40357272727272725,0.03399090909090909
[7♣] [A♠],56821,39717,3462,0.5601636363636364,0.40465454545454543,0.03518181818181818
[7♦] [7♥],65828,33210,962,0.6420454545454546,0.3455,0.012454545454545454
[7♦] [7♠],65853,33115,1032,0.6422727272727272,0.34463636363636363,0.01309090909090909
[7♦] [8♣],42498,52838,4664,0.4299545454545455,0.5239363636363636,0.04610909090909091
[7♦] [8♦],45747,49747,4506,0.4594909090909091,0.49583636363636363,0.044672727272727274
[7♦] [8♥],42605,52709,4686,0.4309272727272727,0.5227636363636363,0.04630909090909091
[7♦] [8♠],42612,52509,4879,0.4309909090909091,0.5209454545454546,0.048063636363636364
[7♦] [9♣],44038,51457,4505,0.44395454545454544,0.5113818181818182,0.044663636363636364
[7♦] [9♦],47038,48737,4225,0.4712272727272727,0.48665454545454545,0.04211818181818182
[7♦] [9♥],44174,51411,4415,0.4451909090909091,0.5109636363636364,0.04384545454545455
[7♦] [9♠],43750,51733,4517,0.44133636363636364,0.5138909090909091,0.04477272727272727
[7♦] [T♣],45874,49943,4183,0.4606454545454545,0.4976181818181818,0.041736363636363634
[7♦] [T♦],48894,47179,3927,0.4881,0.4724909090909091,0.03940909090909091
[7♦] [T♥],46104,49666,4230,0.4627363636363636,0.4951,0.04216363636363636
[7♦] [T♠],45805,50119,4076,0.4600181818181818,0.49921818181818184,0.04076363636363636
[7♦] [J♣],47785,48285,3930,0.47801818181818184,0.48254545454545456,0.03943636363636364
[7♦] [J♦],50570,45816,3614,0.5033363636363636,0.4601,0.03656363636363636
[7♦] [J♥],47877,48195,3928,0.4788545454545455,0.4817272727272727,0.03941818181818182
[7♦] [J♠],47940,48172,3888,0.4794272727272727,0.48151818181818185,0.03905454545454545
[7♦] [Q♣],49865,46362,3773,0.4969272727272727,0.46506363636363635,0.03800909090909091
[7♦] [Q♦],52224,44189,3587,0.5183727272727273,0.44530909090909093,0.03631818181818182
[7♦] [Q♥],49829,46394,3777,0.4966,0.46535454545454547,0.03804545454545454
[7♦] [Q♠],49859,46409,3732,0.4968727272727273,0.46549090909090907,0.037636363636363634
[7♦] [K♣],53341,43179,3480,0.5285272727272727,0.43612727272727275,0.03534545454545455
[7♦] [K♦],56219,40488,3293,0.5546909090909091,0.41166363636363634,0.03364545454545455
[7♦] [K♥],53076,43302,3622,0.5261181818181818,0.43724545454545455,0.036636363636363634
[7♦] [K♠],53247,43182,3571,0.5276727272727273,0.43615454545454546,0.03617272727272727
[7♦] [A♣],57157,39502,3341,0.5632181818181818,0.4027,0.03408181818181818
[7♦] [A♦],59474,37335,3191,0.5842818181818182,0.383,0.03271818181818182
[7♦] [A♥],57011,39636,3353,0.5618909090909091,0.40391818181818184,0.03419090909090909
[7♦] [A♠],57173,39513,3314,0.5633636363636364,0.4028,0.03383636363636364
[7♥] [7♠],65644,33300,1056,0.6403727272727273,0.3463181818181818,0.01330909090909091
[7♥] [8♣],42676,52554,4770,0.4315727272727273,0.5213545454545454,0.04707272727272727
[7♥] [8♦],42516,52794,4690,0.43011818181818184,0.5235363636363637,0.046345454545454544
[7♥] [8♥],46034,49627,4339,0.4621,0.49474545454545454,0.04315454545454545
[7♥] [8♠],42559,52712,4729,0.4305090909090909,0.5227909090909091,0.0467
[7♥] [9♣],44160,51423,4417,0.4450636363636364,0.5110727272727272,0.04386363636363636
[7♥] [9♦],44211,51405,4384,0.4455272727272727,0.5109090909090909,0.04356363636363637
[7♥] [9♥],46936,48713,4351,0.4703,0.4864363636363636,0.043263636363636365
[7♥] [9♠],44118,51337,4545,0.4446818181818182,0.5102909090909091,0.04502727272727273
[7♥] [T♣],45842,49970,4188,0.46035454545454546,0.49786363636363634,0.041781818181818184
[7♥] [T♦],46013,49714,4273,0.46190909090909094,0.49553636363636366,0.042554545454545456
[7♥] [T♥],48560,47400,4040,0.48506363636363636,0.4745,0.04043636363636364
[7♥] [T♠],45927,49817,4256,0.4611272727272727,0.4964727272727273,0.0424
[7♥] [J♣],47640,48459,3901,0.4767,0.48412727272727274,0.039172727272727276
[7♥] [J♦],47830,48356,3814,0.4784272727272727,0.4831909090909091,0.038381818181818184
[7♥] [J♥],50312,46024,3664,0.500990909090909,0.46199090909090906,0.03701818181818182
[7♥] [J♠],47993,48051,3956,0.4799090909090909,0.4804181818181818,0.039672727272727276
[7♥] [Q♣],50022,46263,3715,0.49835454545454544,0.4641636363636364,0.03748181818181818
[7♥] [Q♦],49780,46497,3723,0.49615454545454546,0.4662909090909091,0.03755454545454545
[7♥] [Q♥],52618,43828,3554,0.5219545454545454,0.4420272727272727,0.03601818181818182
[7♥] [Q♠],49994,46293,3713,0.4981,0.46443636363636365,0.037463636363636366
[7♥] [K♣],53630,42815,3555,0.5311545454545454,0.4328181818181818,0.03602727272727273
[7♥] [K♦],53445,43145,3410,0.5294727272727273,0.4358181818181818,0.03470909090909091
[7♥] [K♥],55869,40729,3402,0.551509090909091,0.4138545454545455,0.03463636363636364
[7♥] [K♠],53648,42728,3624,0.5313181818181818,0.4320272727272727,0.036654545454545454
[7♥] [A♣],57579,39104,3317,0.5670545454545455,0.3990818181818182,0.03386363636363637
[7♥] [A♦],57149,39550,3301,0.5631454545454545,0.4031363636363636,0.03371818181818182
[7♥] [A♥],59594,37201,3205,0.5853727272727273,0.38178181818181817,0.032845454545454546
[7♥] [A♠],57029,39650,3321,0.5620545454545455,0.40404545454545454,0.0339
[7♠] [8♣],42844,52383,4773,0.4331,0.5198,0.0471
[7♠] [8♦],42883,52375,4742,0.4334545454545455,0.5197272727272727,0.04681818181818182
[7♠] [8♥],42733,52608,4659,0.4320909090909091,0.5218454545454545,0.04606363636363636
[7♠] [8♠],45488,49921,4591,0.4571363636363636,0.4974181818181818,0.045445454545454546
[7♠] [9♣],44285,51254,4461,0.4462,0.5095363636363637,0.044263636363636366
[7♠] [9♦],43826,51680,4494,0.4420272727272727,0.5134090909090909,0.04456363636363636
[7♠] [9♥],43946,51477,4577,0.4431181818181818,0.5115636363636363,0.04531818181818182
[7♠] [9♠],47124,48642,4234,0.47200909090909093,0.4857909090909091,0.0422
